"URL","ACRank","TotalBackLinks","ExtBackLinks","ExtDomains","ExtUniqueIPs","UrlFlagRedirect","UrlFlagPageData","SavedBackLinks","UniqueSavedBackLinks","Rank0R","Rank1R","Rank2R","Rank3R","Rank4R","Rank5R","Rank6R","Rank7R","Rank8R","Rank9R","Rank10R","Rank11R","Rank12R","Rank13R","Rank14R","Rank15R","Rank0T","Rank1T","Rank2T","Rank3T","Rank4T","Rank5T","Rank6T","Rank7T","Rank8T","Rank9T","Rank10T","Rank11T","Rank12T","Rank13T","Rank14T","Rank15T"
"https://www.fanfiction.net/s/10016289/2/Pokemon-Destiny",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10016539/1/Guardians-of-the-Sacred-Stone",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10016999/1/Ghost-Types",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10017039/1/Such-a-Strange-Thing-Life-Is",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10017139/1/Pokemon-Fusion-Time-Turns-To-Ash",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10017354/1/Vriska-Vulpix-s-Journal",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10019630/1/Settling-Down-For-A-While",1,8,8,1,1,false,false,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10006313/1/Ascension",1,7,7,1,1,false,false,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10007784/1/Not-quite-Hells-Angels",0,6,6,1,1,false,false,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://www.fanfiction.net/s/10006838/1/The-Nine-Tails-and-The-Priestess",2,6,6,1,1,false,true,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
